id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
509,Hintz & Hintz,The Art of War,2023-04-01,0,0.00038566397,0.934,0.1071000524414627,
510,Hintz & Hintz,"Purolite Water Purifier Ro+Uv+Uf+Tds Control with Mineral CARTRDIGE (Purolite-001) Purolite's Mineral RO technology provides double purification of RO + UV + UF, which removes even dissolved impurities such as chemicals and salts. The TDS controller maintains essential natural minerals, thereby providing 100% pure, safe & tasty drinking water, which is ideal for consumption. INSTALLATION GUIDELINE PLEASE SEND ADDRESS MOBILE NUMBER INVOICE COPY TO FOLLOWING NUMBER VIA WHATSAPP ONLY 6355150044, & CALL 8511461355 NUMBER(09:00 TO 06:00PM)",2023-03-26,0,0.002671848,0.934,1.130492962481858,
511,Hintz & Hintz,"All In One Science - Class 10 (2018-19 Session) About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content & updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",2023-02-04,0,0.00028499114,0.934,1.1541611607030258,
512,Hintz & Hintz,Lux Inferno Mens Cotton Thermal Bottom Lux Inferno Front Open Charcoal Melange Thermal Bottom,2023-02-12,0,0.02713681,0.934,1.165237482938431,
513,Hintz & Hintz,"Quality Rocks Stone Mortar and Pestle Set with Real Rock for Grinding and Mashing Medicines, Spices Grinder (Kundi, Musal, Okhil, Khal Musal, Okhli,Idi Kallu, Ural, Khal Dasta, Khalbatta) Heavy duty real rock stone mortar and pestle set carved from single rock. 100% natural and hand made, suitable for mashing and grinding of medicines, spices and hard shell dry fruits. High depth design for avoiding substance jumping off while grinding or mashing. Dimensions: Size - 10cm Diameter x 10cm Height x 10cm Width Weight - 1500 Grams. No harmful polish or chemical coating - 100% natural.",2023-03-16,0,0.012377226,0.934,0.078221903127375,
514,Hintz & Hintz,"Get Started in Hindi Absolute Beginner Course: (Book and audio support) (Teach Yourself Language) Book Description Get started reading, speaking and listening in Hindi. Ideal for complete beginners, this course comprises a book and audio support which is easy to download to your computer or MP3 player. 				    	 					 About the Author Rupert Snell has been teaching and researching Hindi for 35 years, and is currently Director of the Hindi Urdu Flagship, University of Texas at Austin.",2023-03-07,0,0.0023783434,0.934,0.1932806491927614,
515,Hintz & Hintz,"Shining Diva Fashion Gold Plated Fancy Party Wear Earring Latest New Bahubali Chain Traditional Earrings - Shining Diva Fashion Jewellery presents these Pearl Studded Stylish Fancy Party Wear Earrings. A designer pair of Earings that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva is pioneer of Imitation Jewellery for Women and Traditional Wedding Party Wear Necklace Jewellery Set. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon. These are also ideal for birthday gifts for girls, girlfriend, wife, wedding gifts and anniversary gifts. Jewelry For Women.",2023-01-10,0,0.0069734044,0.934,1.0833462896741923,
516,Hintz & Hintz,"Isoelite RMADU138 Remote for Sony AV Music System Remote-Control and DVD Player Isoelite Remote is an absolute essential for your Sony AV / Music System & DVD Player. Isoelite remote control with plastic body and soft rubber keypad. Remotes Complete checked by Testing Machine. It is powerful enough for you to operate from a long distance and convenient to use. the remote and enjoy accessing all the control. Equipped with different buttons and controls, the remote lets you adjust settings of your air conditioner. The remote has a compact and lightweight design that makes it easy to manage. It has an ergonomic handle that provides you a precise grip. Composed from grade materials, the remote is durable. Battery Precaution: Use Only AAA size Batteries. Remove them when the Remote is not in use for Longer Period of Time. Make sure that the Batteries are inserted properly.",2023-03-20,1,0.93372416,0.934,0.0934548908980123,
517,Hintz & Hintz,"Redmi 6 Pro (Gold, 4GB RAM, 64GB Storage) Colour:Gold                                                                                 |                            Size name:64GB   Qualcomm snapdragon 625, 2.0 GHz processor with 14NM architecture. 4000mAH battery capacity. 14.83 cm (5.84 inch) FHD+ (1080 x 2280) display, 4GB+64B flash memory. Stock Android Oreo 8.1. 12MP+5MP dual rear camera with portrait mode PDAF, HDR, LED flash. 5MP front camera with portrait mode. Proximity sensor, e compass, gyroscope, accelerometer, IR blaster.",2023-03-20,1,0.18926267,0.934,0.1716475392570836,
518,Hintz & Hintz,"Inalsa Spruce Vacuum Cleaner For Home With Blower Function (Red/Black) Power 1200W. Powerful Suction. In-built Blower Function. Compact and Convenient. 4.5m Long Cord. Filter Type : Cloth Bag. Motor Suction: 18 kPa. Includes 2 Extension pipe. Flexible hose pipe. Crevice nozzle. Sofa brush with Slider. Floor cum carpet brush, Blower Plate.",2023-03-23,0,0.4658461,0.934,0.0625901261270382,
519,Hintz & Hintz,"Stok St-Ldm40 - (0.05 To 40 Meters)Laser Rangefinder/ Distance Measuring Meter ,Tape 0.05 To 40M(0.16 To 131Ft) Size name:40 meter   Portable Laser Distance Meter, Measure any distance from 0.05 to 40 meters, easily, quickly and with high accuracy. Mini Laser Distance with multi-functions, measuring unit switch, the measurement of distance, area, volume, Pythagoras measurement, Addition or subtraction. Self-calibration function, with adjusting range of -9 to 9mm, keep the precision of the device; Record function, save the latest 30 measuring data and keep your safe right in the meter. Power supply is two AAA batteries, Packed with wrist wrap and carry case, this lightweight gadget can be taken anywhere from a construction site to a hiking trip.",2023-01-24,0,0.41233888,0.934,0.0560391794333758,
520,Hintz & Hintz,"Managing to Make a Difference: How to Engage, Retain, and Develop Talent for Maximum Performance About the Author Larry Sternberg is a Talent Plus Fellow and on the Board of Directors. He has designed and conducted training programs on a variety of topics for thousands of executives and managers and has served as a facilitator for numerous organizations to articulate their mission, vision and values. His areas of expertise include selection, training and development, employee engagement, empowerment, self-directed work teams, strength management and leading change.Kim Turnage has spent her career figuring out where people naturally excel and connecting them with opportunities to stretch those talents. A natural teacher and coach, she works as a senior leadership consultant with Talent Plus, helping global client partners with the selection, development, retention and succession planning of top leadership talent.",2023-01-30,0,0.0002865007,0.934,0.0524461331033686,
521,Hintz & Hintz,V-Guard Tv Stabilizer Mini Crystal Supreme (1.3 Amps) For 32 Inch Television (Black) This stabilizer may be used to operate television up to 32-inch and 1 unit set-top box.,2023-02-27,0,0.92724115,0.934,0.0692472816623124,
522,Hintz & Hintz,UNIQUE Steam Bath Generator 6.0 KW This Steam Generator is 6.0 KW. Digital Control Panel Operated System. Auto Timer Cut-off System. Auto Temperature Cut-off System. Auto Draining System. Stainless steel 18 Gauge Steam Tank. Stainless steel Make Heating Element For Long Life. Water Level Sensor cut-off to Ensure Heater Safety. Flexible Hose Connection For Water Feeding. Steam Diffuses OutleLCD Display Panel. Stainless Steel Sockets For Long Life. Short Circuit Protections. High Current Protections. Earth Leakage Circuit Protections.,2023-01-21,0,0.040729154,0.934,0.0256051623402911,
523,Hintz & Hintz,HealthSense Chef-Mate KS 50 Digital Kitchen Scale (Grey),2023-01-26,0,0.02713681,0.934,0.1006112038224418,
524,Hintz & Hintz,"Changda Efinito Gifts Twin Bell Table Alarm Clock With Night Led Display , 5 Inches Quartz Analog twin bell alarm Clock, Easy to read dial, backlight, luminous glow-in-the-dark hands, luminous dial. Metal case and bells. 1 year limited warranty.",2023-03-23,0,0.004010897,0.934,1.1202351027992503,
525,Hintz & Hintz,"Nanki Trades Round Wax Tea Light Candle (3.5 cm x 3.5 cm, Set of 25),Multicolour Set of 25 paraffin wax colored tea light candles. Each candle weighs approx. 9 grams with a burn time upto 2-2.5 hours. These candles are smokeless, odorless and do not leave any soot residue, can be used with or without candle holders or aroma diffusers. These candles are ideal for the aroma diffusers, prayer candles, Diwali, Christmas, decorations, weddings, birthday parties, spa's, hotels, organizations and events. Usage instructions: 1. To be placed on heat/flame resistant surfaces, keep away from things that can catch fire, children and pets, 2. No animal or vegetable fats. Made from pure paraffin wax.",2023-01-31,0,0.0010592403,0.934,0.116997760315228,
526,Hintz & Hintz,SaleOn™ Big Size Aluminum Portable Tripod Stand 3 Way Head for Digital Camera Camcorder with Mobile Holder Tripod 135CM Height (Silver/Black)-809 SaleOn Big Size Aluminum Portable Tripod Stand 3 Way Head For Digital Camera Camcorder with Mobile Holder Tripod 330A(Silver/Black)-809,2023-02-24,1,0.9467816,0.934,1.0392284145694073,
527,Hintz & Hintz,"Wobbly Walk Women's Full Sleeves, Checkered Print, Maternity Shirt, Red (XXL) Rock a super stylish look when going outdoors with this bright and vibrant Wobbly Walk maternity shirt.Made using high-quality, shrink-resistant, durablefabric, this adorably fashionable shirt is designed to make your nine months of pregnancy as comfortable and luxurious as possible. A perfect item to add to your maternity wardrobe!",2023-01-23,0,0.1176379,0.934,0.0771368461495799,
528,Hintz & Hintz,"KEDSUM 200pcs Adhesive Cable Clips KEDSUM 200pcs adhesive cable clips are convenient, space-saving, and easy to use. They will work with any type of small diameter wire, as long as there is a smooth, clean surface to stick to. The adhesive is good and they lock really well around smaller cables (network, mouse, keyboard). You can use them to fasten down cord in car, organize the wires for your desk, get control of your office cords, hang up your string lights to the wall or window. It can help keep your place neat and organized, free from annoyance of mess wires. Great for cable organization! Specification: Color: black Material: plastic Size: 0.75 x 0.55inch Application wire diameter range: 0-0.2inch Instructions: 1.Initially clean the area with alcohol,and allow drying naturally. 2.Peel off the sticker, paste them. 3.Attach to a smooth, clean surface such as glass, plastic,metal,porcelain,ceramic. 4.Use your thumb to press them in for the first 5-7seconds. 5.Do not put any weight on them for a few minutes until the adhesive really sticks. 6.Avoid move it frequently. Package include: 200pcs Cable Clips",2023-03-28,1,0.21792541,0.934,0.0653858014221708,
529,Hintz & Hintz,"Goodway Electric Egg Boiler (5 Egg, White Orange) Now you can boil eggs in a jiffy, thanks to the newly launched Goodway Electric Egg Cooker. This innovative product made of high quality stainless steel heater boils eggs in just 7 mins, which in effect means that it costs less than 10 paisa for 5 eggs. It boils egg in steam generated by stainless steel heater in 200W Power with 25ML Water. It is advisable to use drinking water for long life of the heater. Its automatic cut off function switches off the device once the eggs are boiled, saving you the hassle of checking it at regular intervals to see if the eggs are boiled and then turning it off. Goodway Electric Egg Cooker also saves electricity. You can boil maximum 5 eggs at a time.",2023-03-04,0,0.01750125,0.934,0.147897969695625,
530,Hintz & Hintz,"The Industries of the Future About the Author Alec Ross is one of America’s leading experts on innovation. He served for four years as Senior Advisor for Innovation to the Secretary of State Hillary Clinton, a role that earned him a Distinguished Honor Award from the State Department. He is currently a Distinguished Visiting Fellow at Johns Hopkins University and serves as an advisor to investors, corporations and government leaders. Ross lives in Baltimore with his wife and their three young children.",2023-01-21,0,0.00022325899,0.934,1.042907417078468,
531,Hintz & Hintz,Selective Premium Shaggy Carpet for Living Room (3 x 5 Feet) Size:3 x 5                                                                                 |                            Color Name:Shimmer Gold   Surfaces can alter the style of the total living area. This soft and stylish carpet will bring the uniqueness to the overall look.This Designer Shaggy carpet will bestow your home with elegance.,2023-01-10,0,0.031127281,0.934,1.0222504642941133,
532,Hintz & Hintz,"What Do You Really Want for Your Children? From the Back Cover If you have children, then you have dreams for them. You want to see them growing up happy, healthy, self-reliant, and confident in themselves and their abilities. But if you're a typical parent, you've wondered if you'll be able to give them all this. There's good news: you can.Wayne W. Dyer shares the wisdom and guidance that have already helped millions of readers take charge of their lives -- showing how to make all your hopes for your children come true.You will learn:the seven simple secrets for building your child's self-esteem every day. how to give very young children all the love they need -- without spoiling them. how to encourage risk-taking -- without fear of failure. action strategies for dealing with your own anger -- and your child's. the right way (and the wrong way) to improve your child's behavior. the secrets of raising kids relatively free of illness.techniques that encourage children to enjoy life.It's all here -- straightforward, commonsense advice that no parent can afford to do without. About the Author Dr. Wayne W. Dyer is the best-selling author of 20 books and has a doctorate in counseling psychology. He lectures across the country to groups numbering in the thousands and appears regularly on radio and television.",2023-04-01,0,0.0035428032,0.934,0.1882874038866111,
533,Hintz & Hintz,"Qybo Bluetooth in-Ear Hook Earphones with Microphone Gunmetal + Carry Case Designed in Canada, our brand Qybo pronounced “Q-BO” strives to give you the best sound and acoustic performance in our class of products- our approach and target audience are audiophiles. We seek design that matters and naturally makes our product beautiful the way we wrap the technology inside. We give you natural and balanced sound to reproduce the emotions that the artist wanted to convey. We adapt technology to fit our needs as humans, not the other way around. We always give you honest in our materials, if you see aluminium, it is aluminium, if it looks like leather, it's authentic leather. We seek design that is not just beautiful but also bang for your buck. Our motto is - For Audiophiles By Audiophiles",2023-03-28,1,0.0011969404,0.934,1.0584957994495785,
534,Hintz & Hintz,A Shot at History: My Obsessive Journey to Olympic Gold,2023-01-18,0,0.01722058,0.934,0.0726831353010628,
535,Hintz & Hintz,"Legacy: 15 Lessons in Leadership Review If you read only one leadership book in your life, make it this one. Brilliant.Beautifully written, wonderfully observed, true to the bone. This book is both intelligent and insightful: the perfect ‘how-to’ manual for effective leadership. Read it. 				    	 					 Book Description The All Blacks are the world's most successful sporting outfit, undefeated in over 75% of their international matches over the last 100 years. What is the secret of their success? And what can we - as individuals, companies and teams - learn from them? 				    	 					              See all Product description",2023-01-13,0,0.0069284798,0.934,0.0693340868442309,
536,Hintz & Hintz,"Omax 52mm Closeup Lens kit for nikkor af-s 18-55mm f/3.5-5.6 Lens 52mm closeup lens kit these close up lenses enable you to get much closer than the minimum focus of a standard camera lens - mere inches from the subject! the close-up lens set is for taking pictures of flowers, small collectibles, coins and stamps, insects, small creatures, or anything small that requires up-close detail. each close up lens maintains resolution and picture clarity while magnifying image size. the set includes four lenses: +1, +2, +4 and +10 macro. they can also be stacked to create +3, +5, +6, +7 and so on. use the lenses individually or in any combination.",2023-02-08,1,0.008312543,0.934,0.0770274416857186,
537,Hintz & Hintz,Sourcery: Complete & Unabridged (Discworld Novels),2023-02-12,0,0.02713681,0.934,0.0866411816086888,
538,Hintz & Hintz,"SYL PLUS 4K Ultra HD Water Resistant Sports WiFi Action Camera with 2 Inch Display (16MP, Black)",2023-02-01,1,0.8598257,0.934,0.1044032735979264,
539,Hintz & Hintz,"BlackBerry Passport 32GB (White) BlackBerry Passport smartphone comes with a 4.50-inch touchscreen display with a resolution of 1440 pixels by 1440 pixels at a PPI of 453 pixels per inch. The BlackBerry Passport is powered by 2.26GHz quad-core Qualcomm Snapdragon 801 processor and it comes with 3GB of RAM. The phone packs 32GB of internal storage that can be expanded up to 128GB via a microSD card. As far as the cameras are concerned, the BlackBerry Passport packs a 13-megapixel primary camera on the rear and a 2-megapixel front shooter for selfies.",2023-03-14,1,0.06417902,0.934,1.1439063872777362,
540,Hintz & Hintz,"GATE Civil Engineering 2019 About the Author Trishna Knowledge Systems is a premier institute training students from past 20 years for various entrance examinations across the country. Apart from assisting in preparation for the GATE examination, they train graduates for National level examinations like CAT, MAT, XAT, NIMCET, SNAP. International level examinations like GRE, GMAT, TOEFL, IELTS and all major state level MBA/MCA entrance examinations. For job aspirants they also train students for campus recruitment and Bank jobs and the Civil Services. They also offer training for National level examinations like JEE (Mains and Advanced) and for local Engineering and Medical entrance tests. They also offer IIT-Foundation course and preparatory courses for school/board examinations for secondary school students.",2023-01-11,0,0.010868683,0.934,1.10569543791591,
541,Hintz & Hintz,"The Jungle Books Review ''It would take too long to enumerate even half of the marvelous touches by which the creatures miscalled dumb are made to live for us by Rudyard Kipling . . . The saddest words of this volume are those with which he closes, 'And this is the last of the Mowgli stories!' '' --Vogue  From the Inside Flap aders of all ages, these classic spin the unforgettable story of Mowgli--a boy raised by a pack of wolves--as he learns indelible lessons about the laws of the jungle, as well as the needs of the heart. Set in India, Kipling's great masterpiece is an allegory for Britain's imperialism, filled with high adventure and extraordinary characters. 				    	 					              See all Product description",2023-03-26,0,0.0062745274,0.934,0.0326063299728535,
542,Hintz & Hintz,"Notes for Healthy Kids Review A must read for parents A good guidance for parents who feel helpless abt the unique situation of parenting today which is an exasperating combination of lack of choice in some aspects and excess of choice in other aspects. --By A Customer 2 January 2019 				    	 					 About the Author  Amongst the world’s most followed nutritionists, Rujuta Diwekar is a vocal champion of using our common sense and uncomplicating the act of eating. Combining the latest in nutrition science with the traditional food wisdom from our homes, she advocates a multi-disciplinary approach towards our health. One that is devoid of fads and trends, which the food industry thrives on. Her books have sold more than a million copies and continue to define the discourse on food and fitness across the country.",2023-03-25,0,0.00055642764,0.934,0.0311436021264635,
543,Hintz & Hintz,RELIABLE PACKAGING CAKE BOX - FLORAL PRINTED - for half kg cake - pack of 8 This bright and beautiful box is ideal for holding cakes upto 1/2 kg.,2023-03-31,0,0.014825128,0.934,1.0504157172366018,
544,Hintz & Hintz,A Quiet Place A family of four must live their lives in silence while hiding from creatures that hunt by sound.,2023-01-11,1,0.0013307774,0.934,1.1208364847296046,
545,Hintz & Hintz,"Volo Helix Door Closer for Residential/Commercial Purpose for Light Weight/PVC Doors Door Closing mechanical device based on spring action, used for light weight Doors.",2023-03-15,0,0.07281259,0.934,0.0927755620854018,
546,Hintz & Hintz,"The Ultimate Guide To IELTS Writing About The Book - The Ultimate Guide To Ielts Writing by Parthesh Thakkar is a comprehensive book that provides thorough understanding on how to score well in the IELTS and crack the exam. The book covers all the topics that are important while studying for the exam.The Ultimate Guide To Ielts Writing is divided into four sections that each deal with the Academic Writing Test Task 1, General Training Writing Task 1, General Training Writing Task 2 and a list of linking words or cohesives.The book also contains more than fifty sample answers of Ielts Academic Writing Task 1 and General Training Writing Task 1 while General Training Writing Task 2 has more than 200 sample answers. These sample answers will help to give the reader a brief understanding about the type of questions asked and the perfect way to answer them. Each of these sections also contain a step by step guide and several tips on what you should do and what you should avoid while answering the questions. The book is so organised that it also provides the reader with a proper structure to follow while answering the questions. It even contains Writing Band Descriptors.The Ultimate Guide To IELTS Writing is perfect for students who are appearing for the exam and need to train for it. The book also contains a few pages in the book dedicated to recommendations of other books that you can refer to while preparing for the exam. The book is available in paperback format. About the Author: Parthesh Thakkar has authored and published two books: The Ultimate Guide To Ielts Speaking and The Ultimate Guide To Ielts Writing. He is currently working as a Visa consultant for students and immigrants who want to study and/or settle in Canada, Australia, NZ, UK, South Africa, Georgia, Spain and Singapore. He is also an Ielts, Toefl trainer.",2023-01-14,0,0.0016689355,0.934,0.1539256340391158,
547,Hintz & Hintz,AmazonBasics 15 Feet 1/2-Male to 2-Male RCA Audio Interconnects,2023-01-26,1,0.01722058,0.934,0.0312985160112934,
548,Hintz & Hintz,"Sony NWZ-B183F Walkman 4GB Digital Music Player (Black) Colour:Black   Superior Sound Quality: Enjoy your favourite music on the move with the Sony Walkman MP3 player. Superior technology is meant to make your life easier. With just a push of a button, enjoy the deep bass and vibrant acoustics of your music from this MP3 player. It is equipped with Bass Boost sound effect and a 5 band equaliser for customized musical pleasures. Engineered with USB 2.0 technology, you can easily connect it to your laptop or PC and transfer your music files to it. It has a RAM of 4 MB and internal storage capacity of 4 GB. The internal memory is vast enough to store hundreds of your songs and music tracks.",2023-02-14,1,0.14660004,0.934,0.1563855280240541,
549,Hintz & Hintz,Hunting With the Bow & Arrow,2023-01-23,0,0.018112402,0.934,1.2071783272797214,
550,Hintz & Hintz,"MansiCollections Maternity Wear Leggings Complement your trendy tunics and tops with these jeans from the house of MansiCollections. Maternity featuring roll over panel, this pair of Denim promises maximum comfort and a soft feel, courtesy the skin friendly denim fabric. Blue maternity denims stretchable Comfort Fit.Fashionable and trendy specially designed for your growing belly, high belly panel provides maximum support adjustable waist band to suit pre and post pregnancy waist size comfort at hips, fitted thighs, narrow leg opening fabric blend of denim and cotton",2023-01-16,0,0.010729897,0.934,0.0358376909064387,
551,Hintz & Hintz,"KINGDIAN 250 GB External SSD USB 3.0 Portable Solid State Drive 1.Basic Product Information： -->Brand: KingDian; -->Capacity: 250GB ; --> Interface：Type-c To USB 3.0 ; -->Item Dimensions：66*36*9 mm; -->Compatibility: Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10 and Mac OS 10.4+ 2、Performance： -->Sequential Read/Write(Max)：(120GB:355/350 MB/s;250GB: 385/355 MB/s;500GB:372/368MB/s ) -->IOPS Random Read/Write IOPS(Max)：(120GB:78221/76379；250GB:94175/W:82361; 500GB:16157/93965) -->Boot Time:( 120GB:12Seconds; 250GB:11 Seconds; 500GB:10Senconds ) -->Average Access Time: 0.15ms 3、Power Consumption： -->Input Voltage：5V±5% -->Consumption(Active)：<3W -->Consumption(Idle)：0.3W 4、Reliability： -->MTBF：>2,000,000 hours -->ECC：Support BCH ECC 40 bits per 1024 K -->TRIM/SMART：Support -->Anti-shock：1500G(@0.5ms half sine wave)  -->Operating Temp.：0℃~70℃ -->Storage Temp.：-40℃~85℃ -->Warranty：3 Years after you received the item 5. Package included ： -->1*KingDian Portable SSD -->1*KingDian Cable",2023-01-25,1,0.14365149,0.934,0.9934708856639304,
552,Hintz & Hintz,Kuchipoo Kids Pajamas Baby Pajamas Set- Pack of 5,2023-03-28,0,0.0011474524,0.934,1.0889264773570664,
553,Hintz & Hintz,Textbook of Hospital Administration,2023-04-01,0,0.0011474524,0.934,0.089332540325546,
554,Hintz & Hintz,"Long Walk To Freedom Review A tale of anger and sorrow, love and joy, grace and eleganceIndispensable ... [a] unique life-storyA truly stunning account of his extraordinary life ... A vivid testimony to an unusual mixture of courage, persistence, tolerance, and forgivenessOne of the most life- affirming books you'll read 				    	 					 Book Description The autobiography of one of the greatest men of the twentieth century. 				    	 					              See all Product description",2023-02-24,0,0.0013029911,0.934,1.0779649551105308,
555,Hintz & Hintz,Futurekart Kidney Shaped 10 Well Plastic Palette/Student Painting Tool/Art Supplies for 22.5 * 17cm Features: Material: PP plastics Color: white Size(approx.):17 X 22.5cm Circular hole diameter 3.4cm Weight: 54.7g Package Includes: 1 X Palette,2023-02-28,0,0.8396749,0.934,1.0932462456408627,
556,Hintz & Hintz,"Zibuyu 1*2M Romantic Flower Voile Curtain Drape Panel Scarf (Red) Feature:Chic pteris flowers Type Tulle Voile Door Window Curtain Drape Panel Sheer Scarf ValanceHot Sheer Voile Window Curtains Door Room Decoration Panel Drape Valances ScarfColorful elegant, 4 kinds of color free choice, thin and light.Perfect to decorate your living room or bedroom to match different decoration styleWe believe you will love it very much!Specification:Material: Voile CurtainPattern: Pteris flowersColor: Coffee/Green/Purple/RedFit Rod Pocket: 4cm/1.57"" or lessSize: 1M/39.4'' Width x 2M/78.8"" Length. Note: you may need two pieces. Washing Care:Not suitable for washingIf over time the dust must be washed,Put on some Ordinary detergent and the curtain soaking in cold water, be careful not to long soaking and scrubbing, or pattern will be fall off. Do not bleach. To Tile to dry.Package inckuded:1 X Voile Curtain",2023-02-13,0,0.016473057,0.934,0.0205123268559533,
557,Hintz & Hintz,"Usha 200-Watt Dry Spice Masala and Coffee Grinder (Silver) One pulse speed easy window with working button 200 watts 75 grams grinding capacity usage - spices , coffee beans , bread crums , nuts stainless steel body and long lasting anti corison blade safety mark - ce , lock",2023-02-14,0,0.03179885,0.934,1.049720145250293,
558,Hintz & Hintz,"IBELL Impact Drill 13MM, 650W, 2800RPM with Auto Chuck in BMC Box and 17 Accessories iBELL Powerful Impact Drill with Hammering function and ideal for home use. It's ergonomic design with soft grip position is convenient for handling even in hard to reach drill positions. Keyless chuck make easy bit change possible. Package contents: 1 IBELL ID13-80 drill machine, 3 masonry drill bits, 3 steel drill bits, 3 wooden drill bits, 5 type screw driver heads, 1 screw driver head adaptor, 1 depth gauge and 1 auxiliary handle",2023-01-09,0,0.025615491,0.934,1.0808015398229722,
559,Hintz & Hintz,"International Business: Competing in the Global Marketplace About the Author Charles W.L. Hill, University of Washington Arun K., Indian Institute of Management, Lucknow",2023-02-24,0,0.00026332441,0.934,0.139193569085887,
560,Hintz & Hintz,"Zoook ZB-RockerMini Splash-Proof Wireless Bluetooth Portable Speaker with Dynamic LED Lights and HD Sound Product Description Power packed 5w bluetooth speaker with advanced acoustic features along with a compact design, the new Zoook Rocker Mini Bluetooth speaker is all set to sweep you off your feet. This wireless Bluetooth speaker can be quickly connected with almost any Bluetooth enabled device such as iPhone, iPod, Android smartphones Bluetooth or any Usb Flash Disk /TF Card / FM / Aux-in / Mic - It has huge connectivity options for your comfort. Rocker Mini by Zoook sports a lightweight and compact design which enables you to carry it anywhere you go. The unique amalgamation of dynamic LED lights and HD sound makes it perfect for every party. Additionally, the long-lasting battery performance of the speaker makes it extremely reliable. So, what are you waiting for? Get ready to entertain your guests with high-octane music powered by Zoook. You can buy Zoook Rocker Mini Bluetooth speaker along with 1 year Zoook India warranty only. 				    	 					 From the Manufacturer     Wireless Bluetooth Speaker  With Bluetooth 2.1+EDR connectivity, Rocker Mini wirelessly connects with almost any Bluetooth enabled music player or mobile phone. Moreover, the colourful beat-sync’d lighting makes it a perfect companion for every party. It offers an easy plug and play connectivity along with noise reduction technology that delivers an exceptional sound performance.      Compatibility and Multi-input Options  Warm up the party with a powerful sound performance with Zoook Rocker Mini Bluetooth speaker. With 3.5 mm AUX,USB Flash Disk and TF Card Input connectivity, the Zoook Bluetooth speaker offers an excellent compatibility with almost any device. It is compatible with almost all Bluetooth enabled music players or mobile phones. You can conveniently use it with iPad, iPhone, iPod and other Android Devices.      Lightweight Design and Powerful Performance  This compact and lightweight wireless Bluetooth speaker can easily be carried anywhere without worrying about the unruly wires. Additionally, with Frequency response range of 90Hz – 20K Hz and a 4Ω/5W loudspeaker, the Zoook Bluetooth speaker makes your music sound powerful and pulsating. You can also play FM Radio in this Bluetooth speaker.       1 Year Zoook India Warranty  Buy Zoook Rocker Mini Bluetooth speaker at best price and avail 1 year Zoook India warranty along with your purchase. In case of any manufacturing defect in your product you may contact the nearest authorized Zoook India service centre to avail a free service within the warranty period.      Powerful Battery Performance  Designed for a rock-solid party performance, the Zoook Rocker Mini Bluetooth speaker comes with a long-lasting non-removable 1800 mAh battery. The battery can be recharged thousands of times with a charging time of 4-5 hours. It delivers an incredible 4-6 hours of music playing time and facilitates micro USB charging.     In the Box  ""The sales package includes:  1x ZB-Rocker Mini Spalshproof Bluetooth Speaker 1x Micro USB Charging cable 1x 3.5mm Aux Cable 1x User Manual",2023-02-19,1,0.87406754,0.934,1.1840352414983952,
561,Hintz & Hintz,"LG 22 inch (55cm) LCD Monitor - Full HD, IPS Panel with VGA, HDMI, DVI, Heaphone Ports - 22MP68VQ (Black) The 22MP68 is an IPS Panel (Neo Blade One Technology). The narrow bezel enhances the look and feel. The color response is over 99% SRGB making visuals stunningly beautiful and realistic. With aesthetically stunning arcline solid stand. The monitor also has has AMD Freesync technology which eliminates tearing from the low frame rate and also screen stuttering as connecting HDMI port.All of these bring that you can enjoy and immerse in game play. The monitor also has black stabilizer which ensures visibility of dark areas when gaming. Protect Your Eyes and View in Comfort Flicker Safe and Reader Mode help maximize visual comfort by protecting your eyes from harmful blue light and reducing the flicker level to almost zero. Preset Customized Options with just a Click OnScreen Control and My Display Presets allow you to easily customize monitor settings with a few clicks of a mouse.Customize Your Workspace for Multitasking Screen Split divides the display for different tasks by resizing the windows on the screen. With PIP Mode you can work while watching a video in a window floating on the screen.Offers Improved Colour Vision to Colour Weakness Colour revision algorithms are used to help those with colour weakness who have difficulty distinguishing certain ranges of colours can view all the important content.",2023-01-19,1,0.09165248,0.934,0.1037107972905217,
562,Hintz & Hintz,Learn Marathi Through Hindi(Hindi to Marathi Learning Course): Learn How To Converse In Marathi At All Public and Social Gatherings for Hindi Speakers,2023-01-28,0,0.25797996,0.934,0.1130850266731972,
563,Hintz & Hintz,Barbie Girls' Long Sleeve Top Barbie long sleeves tee knot up with glitter graphic print in text form.,2023-02-01,0,0.06882919,0.934,1.1771324857029042,
